차량ID,연비,연료타입,차급,외형,엔진,가격,이미지,출력,URL
 2020 기아 K9(RJ),7.5 ~ 9.0km/ℓ,가솔린,대형,세단,FR,9207,http://file.carisyou.com/upload/2018/04/03/FILE_201804030126356050.png,315마력,https://www.carisyou.com/car/6067/Spec
 2019 링컨 노틸러스,8.7km/ℓ,가솔린,중형,SUV,4WD,6700,http://file.carisyou.com/upload/2019/04/12/FILE_201904120105225670.png,335마력,https://www.carisyou.com/car/6066/Spec
 2018 렉서스 IS(3세대),10.2km/ℓ,가솔린,준중형,세단,FR,5800,http://file.carisyou.com/upload/2019/04/11/FILE_201904110439112260.png,245마력,https://www.carisyou.com/car/6065/Spec
 2018 렉서스 GS(4세대),7.6 ~ 12.7km/ℓ,"가솔린,가솔린/하이브리드",중형,세단,FR,11920,http://file.carisyou.com/upload/2019/04/11/FILE_201904111059023740.png,245마력,https://www.carisyou.com/car/6064/Spec
 2019 현대 베뉴,13.3 ~ 13.7km/ℓ,가솔린,소형,SUV,FF,2111,http://file.carisyou.com/upload/2019/07/24/FILE_201907240259512240.png,123마력,https://www.carisyou.com/car/6063/Spec
 2019 벤츠 S클래스(6세대),6.7 ~ 12.7km/ℓ,"가솔린,디젤",대형,"세단,컨버터블,쿠페외형전체>",FR,24380,http://file.carisyou.com/upload/2017/07/11/FILE_201707110503067150.png,286마력,https://www.carisyou.com/car/6062/Spec
 2019 쉐보레 임팔라,9.2 ~ 10.5km/ℓ,가솔린,대형,세단,FF,4361,http://file.carisyou.com/upload/2018/09/19/FILE_201809191126373080.png,199마력,https://www.carisyou.com/car/6061/Spec
 2019 벤츠 GLC(2세대),7.1 ~ 9.7km/ℓ,"가솔린,가솔린/하이브리드",준중형,SUV,4WD,12710,http://file.carisyou.com/upload/2018/01/19/FILE_201801190300071190.png,211마력,https://www.carisyou.com/car/6060/Spec
 2019 르노코리아 뉴 SM7 노바,8.6 ~ 9.1km/ℓ,"가솔린,엘피지",준대형,세단,FF,3302,http://file.carisyou.com/upload/2018/09/19/FILE_201809191033115650.png,140마력,https://www.carisyou.com/car/6048/Spec
 2019 테슬라 모델 3,4.7 ~ 5.8km/kwh,전기,준중형,세단,2WD,7369,http://file.carisyou.com/upload/2019/04/01/FILE_201904011054558820.png,-마력,https://www.carisyou.com/car/6047/Spec
 2019 지프 레니게이드,9.2 ~ 11.8km/ℓ,"가솔린,디젤",소형,SUV,4WD,4340,http://file.carisyou.com/upload/2019/08/26/FILE_201908261037466600.png,180마력,https://www.carisyou.com/car/6046/Spec
 2019 벤츠 G클래스(2세대),6.1km/ℓ,가솔린,중형,SUV,4WD,24300,https://file.carisyou.com/upload/2018/02/08/FILE_201802080440348980.png,422마력,https://www.carisyou.com/car/6045/Spec
 2019 현대 쏘나타 하이브리드(DN8),19.1 ~ 20.1km/ℓ,가솔린/하이브리드,중형,세단,FF,3669,http://file.carisyou.com/upload/2019/12/12/FILE_201912120240267530.png,152마력,https://www.carisyou.com/car/6044/Spec
 2019 르노코리아 마스터 버스,9.7km/ℓ,디젤,소형,버스,FF,4600,http://file.carisyou.com/upload/2019/06/03/FILE_201906031001370030.png,165마력,https://www.carisyou.com/car/6043/Spec
 2019 시트로엥 C3 에어크로스,14.1km/ℓ,디젤,소형,SUV,FF,3149,http://file.carisyou.com/upload/2019/03/27/FILE_201903270331094380.png,120마력,https://www.carisyou.com/car/6040/Spec
 2019 시트로엥 C5 에어크로스,12.7 ~ 14.2km/ℓ,디젤,준중형,SUV,FF,4729,http://file.carisyou.com/upload/2019/03/27/FILE_201903270952165520.png,130마력,https://www.carisyou.com/car/6039/Spec
 2020 르노코리아 XM3,13.2 ~ 13.7km/ℓ,가솔린,준중형,SUV,FF,2597,http://file.carisyou.com/upload/2020/02/21/FILE_202002211017440630.png,123마력,https://www.carisyou.com/car/6038/Spec
 2020 DS DS3 크로스백,"4.3 ~ 15.6km/kwh,km/ℓ","디젤,전기",소형,SUV,FF,5300,http://file.carisyou.com/upload/2019/03/26/FILE_201903260423058370.png,131마력,https://www.carisyou.com/car/6037/Spec
 2020 포르쉐 카이엔(3세대),6.6 ~ 10.0km/ℓ,"가솔린,가솔린/하이브리드",중형,SUV,4WD,18400,http://file.carisyou.com/upload/2019/03/25/FILE_201903250245241950.png,550마력,https://www.carisyou.com/car/6036/Spec
 2019 혼다 시빅(10세대),13.8 ~ 14.3km/ℓ,가솔린,준중형,세단,FF,3290,http://file.carisyou.com/upload/2019/03/22/FILE_201903220250285480.png,160마력,https://www.carisyou.com/car/6035/Spec
 2019 BMW X1(2세대),12.0km/ℓ,디젤,준중형,SUV,AWD,5030,http://file.carisyou.com/upload/2019/01/10/FILE_201901101032352850.png,150마력,https://www.carisyou.com/car/6033/Spec
 2019 BMW 2시리즈 액티브 투어러,15.6km/ℓ,디젤,준중형,RV,FF,4900,http://file.carisyou.com/upload/2019/03/19/FILE_201903190213314900.png,150마력,https://www.carisyou.com/car/6031/Spec
 2020 벤틀리 컨티넨탈(3세대),7.4km/ℓ,가솔린,대형,쿠페,4WD,3900,http://file.carisyou.com/upload/2019/03/19/FILE_201903191154399730.png,550마력,https://www.carisyou.com/car/6030/Spec
 2020 캐딜락 CT5,10.2km/ℓ,가솔린,중형,세단,FR,5921,http://file.carisyou.com/upload/2020/07/07/FILE_202007070212269230.png,240마력,https://www.carisyou.com/car/6029/Spec
 2021 테슬라 모델 Y,4.8 ~ 5.4km/kwh,전기,준중형,SUV,2WD,8699,http://file.carisyou.com/upload/2019/03/25/FILE_201903250324007150.png,-마력,https://www.carisyou.com/car/6028/Spec
 2019 지프 랭글러(4세대),8.2 ~ 9.6km/ℓ,가솔린,"준중형,중형",SUV,4WD,6190,http://file.carisyou.com/upload/2017/12/15/FILE_201712150606418180.png,272마력,https://www.carisyou.com/car/6026/Spec
 2020 기아 뉴 K5 하이브리드(JF),17.2 ~ 18.0km/ℓ,가솔린/하이브리드,중형,세단,FF,3330,http://file.carisyou.com/upload/2018/05/15/FILE_201805151052044130.png,156마력,https://www.carisyou.com/car/6025/Spec
 2020 기아 뉴 K5(JF),9.4 ~ 16.1km/ℓ,"가솔린,디젤,엘피지",중형,세단,FF,3132,http://file.carisyou.com/upload/2018/01/25/FILE_201801251139431290.png,163마력,https://www.carisyou.com/car/6024/Spec
 2019 테슬라 모델 X,3.7 ~ 3.9km/kwh,전기,대형,SUV,4WD,14160,http://file.carisyou.com/upload/2018/08/20/FILE_201808201113398690.png,-마력,https://www.carisyou.com/car/6023/Spec
 2019 테슬라 모델 S,4.0 ~ 4.3km/kwh,전기,중형,해치백,4WD,13860,http://file.carisyou.com/upload/2018/02/26/FILE_201802260326189020.png,-마력,https://www.carisyou.com/car/6022/Spec
 2019 기아 뉴 니로 플러그인 하이브리드,18.6km/ℓ,가솔린/하이브리드,소형,SUV,FF,3674,http://file.carisyou.com/upload/2019/08/08/FILE_201908081026203380.png,105마력,https://www.carisyou.com/car/6021/Spec
 2019 기아 뉴 니로,19.5km/ℓ,가솔린/하이브리드,소형,SUV,FF,2993,http://file.carisyou.com/upload/2019/04/04/FILE_201904041114291800.png,105마력,https://www.carisyou.com/car/6020/Spec
 2019 현대 쏘나타(DN8),9.8 ~ 13.7km/ℓ,"가솔린,엘피지",중형,세단,FF,3287,http://file.carisyou.com/upload/2019/03/06/FILE_201903061121267150.png,160마력,https://www.carisyou.com/car/6019/Spec
 2020 페라리 F8 트리뷰토,6.6km/ℓ,가솔린,준중형,쿠페,MR,36000,http://file.carisyou.com/upload/2019/03/04/FILE_201903041019141820.png,720마력,https://www.carisyou.com/car/6018/Spec
 2020 벤츠 GLC(2세대),7.2 ~ 12.9km/ℓ,"가솔린,가솔린/하이브리드,디젤",준중형,SUV,4WD,12960,http://file.carisyou.com/upload/2019/02/28/FILE_201902280344514560.png,194마력,https://www.carisyou.com/car/6016/Spec
 2019 토요타 캠리(8세대),12.3 ~ 17.5km/ℓ,"가솔린,가솔린/하이브리드",중형,세단,FF,4220,http://file.carisyou.com/upload/2017/10/19/FILE_201710191233157030.png,207마력,https://www.carisyou.com/car/6014/Spec
 2019 지프 체로키(5세대),9.2 ~ 11.1km/ℓ,"가솔린,디젤",준중형,SUV,4WD,5890,http://file.carisyou.com/upload/2018/04/06/FILE_201804060345113190.png,271마력,https://www.carisyou.com/car/6012/Spec
 2020 재규어 XE,9.1 ~ 14.2km/ℓ,"가솔린,디젤",준중형,세단,FR,7630,http://file.carisyou.com/upload/2019/02/27/FILE_201902271104281940.png,250마력,https://www.carisyou.com/car/6010/Spec
 2019 렉서스 UX,15.9 ~ 16.7km/ℓ,"가솔린,가솔린/하이브리드",준중형,SUV,FF,5421,http://file.carisyou.com/upload/2019/02/26/FILE_201902261024329860.png,169마력,https://www.carisyou.com/car/6009/Spec
 2020 푸조 208(2세대),"4.4km/kwh,km/ℓ","가솔린,디젤,전기",소형,해치백,FF,4640,http://file.carisyou.com/upload/2019/02/25/FILE_201902250231338540.png,100마력,https://www.carisyou.com/car/6008/Spec
 2019 르노코리아 트위지,7.9km/kwh,전기,경형,해치백,2WD,1480,http://file.carisyou.com/upload/2018/09/19/FILE_201809191037524930.png,-마력,https://www.carisyou.com/car/6007/Spec
 2019 르노코리아 SM3 네오 Z.E.,4.5km/kwh,전기,준중형,세단,2WD,3900,http://file.carisyou.com/upload/2019/02/18/FILE_201902180114372300.png,-마력,https://www.carisyou.com/car/6006/Spec
 2019 KGM 코란도(C300),13.3 ~ 14.5km/ℓ,디젤,준중형,SUV,FF,2993,http://file.carisyou.com/upload/2019/02/18/FILE_201902180945141410.png,136마력,https://www.carisyou.com/car/6005/Spec
 2020 BMW X4 M,7.1km/ℓ,가솔린,준중형,SUV,4WD,12060,http://file.carisyou.com/upload/2019/02/13/FILE_201902130230314720.png,480마력,https://www.carisyou.com/car/6004/Spec
 2020 BMW X3 M,7.1km/ℓ,가솔린,준중형,SUV,4WD,11290,http://file.carisyou.com/upload/2019/02/13/FILE_201902131127540290.png,510마력,https://www.carisyou.com/car/6003/Spec
 2019 시트로엥 그랜드 C4 스페이스 투어러(2세대),12.7 ~ 14.5km/ℓ,디젤,준중형,RV,FF,4590,http://file.carisyou.com/upload/2018/06/05/FILE_201806051058023460.png,130마력,https://www.carisyou.com/car/6002/Spec
 2019 폭스바겐 아테온,15.0km/ℓ,디젤,중형,세단,FF,5718,http://file.carisyou.com/upload/2017/03/14/FILE_201703140432318900.png,190마력,https://www.carisyou.com/car/6001/Spec
 2019 재규어 F-페이스,11.3 ~ 11.5km/ℓ,"가솔린,디젤",중형,SUV,4WD,12650,http://file.carisyou.com/upload/2018/03/28/FILE_201803280354523780.png,550마력,https://www.carisyou.com/car/5999/Spec
 2019 캐딜락 에스컬레이드(4세대),6.8km/ℓ,가솔린,대형,SUV,4WD,13980,http://file.carisyou.com/upload/2018/06/20/FILE_201806200324074810.png,426마력,https://www.carisyou.com/car/5998/Spec
 2019 시트로엥 C4 칵투스,15.5km/ℓ,디젤,소형,SUV,FF,3208,http://file.carisyou.com/upload/2017/12/28/FILE_201712280442191940.png,120마력,https://www.carisyou.com/car/5997/Spec
 2020 기아 뉴 쏘렌토(UM),7.6 ~ 13.8km/ℓ,"가솔린,디젤",중형,SUV,FF,3742,http://file.carisyou.com/upload/2018/04/26/FILE_201804261012170730.png,186마력,https://www.carisyou.com/car/5996/Spec
 2020 BMW 7시리즈(6세대),6.4 ~ 11.8km/ℓ,"가솔린,가솔린/하이브리드,디젤",대형,세단,4WD,23260,http://file.carisyou.com/upload/2019/03/25/FILE_201903250422085990.png,400마력,https://www.carisyou.com/car/5995/Spec
 2019 현대 뉴 아이오닉 플러그인,20.5km/ℓ,가솔린/하이브리드,준중형,해치백,FF,3394,http://file.carisyou.com/upload/2019/01/17/FILE_201901171103405520.png,105마력,https://www.carisyou.com/car/5994/Spec
 2019 현대 뉴 아이오닉 하이브리드,20.4 ~ 22.4km/ℓ,가솔린/하이브리드,준중형,해치백,FF,2693,http://file.carisyou.com/upload/2019/01/17/FILE_201901171103249950.png,105마력,https://www.carisyou.com/car/5993/Spec
 2019 혼다 어코드(10세대),10.8 ~ 18.9km/ℓ,"가솔린,가솔린/하이브리드",중형,세단,FF,4470,http://file.carisyou.com/upload/2018/04/27/FILE_201804271122123480.png,194마력,https://www.carisyou.com/car/5992/Spec
 2020 토요타 GR 수프라(5세대),9.7km/ℓ,가솔린,준중형,쿠페,FR,7237,http://file.carisyou.com/upload/2019/01/15/FILE_201901151111513480.png,340마력,https://www.carisyou.com/car/5991/Spec
 2020 캐딜락 XT6,8.3km/ℓ,가솔린,대형,SUV,4WD,8347,http://file.carisyou.com/upload/2019/07/16/FILE_201907160556455280.png,314마력,https://www.carisyou.com/car/5989/Spec
 2020 포드 익스플로러(6세대),8.9 ~ 12.7km/ℓ,"가솔린,가솔린/하이브리드",대형,SUV,4WD,7390,http://file.carisyou.com/upload/2019/01/10/FILE_201901100228143120.png,304마력,https://www.carisyou.com/car/5988/Spec
 2018 BMW X1(2세대),12.0 ~ 14.4km/ℓ,디젤,준중형,SUV,4WD,5450,http://file.carisyou.com/upload/2019/01/10/FILE_201901101032352850.png,150마력,https://www.carisyou.com/car/5987/Spec
 2020 벤츠 CLA(2세대),9.0 ~ 11.5km/ℓ,가솔린,준중형,세단,4WD,7880,http://file.carisyou.com/upload/2020/02/12/FILE_202002120938054310.png,306마력,https://www.carisyou.com/car/5986/Spec
 2019 이베코 뉴 데일리 밴,"-
									
									
								
								
							
							
						",디젤,준중형,버스,FR,6550,http://file.carisyou.com/upload/2019/01/09/FILE_201901090253154780.png,180마력,https://www.carisyou.com/car/5985/Spec
 2019 쉐보레 볼트 EV,5.5km/kwh,전기,소형,해치백,2WD,4814,http://file.carisyou.com/upload/2018/09/19/FILE_201809191128004430.png,-마력,https://www.carisyou.com/car/5984/Spec
 2019 DS DS7 크로스백,12.8km/ℓ,디젤,준중형,SUV,FF,5690,http://file.carisyou.com/upload/2019/01/08/FILE_201901080112013250.png,177마력,https://www.carisyou.com/car/5983/Spec
 2019 기아 모닝(JA),11.8 ~ 16.0km/ℓ,"가솔린,엘피지",경형,해치백,FF,1589,http://file.carisyou.com/upload/2019/01/03/FILE_201901030325330310.png,76마력,https://www.carisyou.com/car/5982/Spec
 2019 KGM 렉스턴 스포츠,9.8 ~ 11.0km/ℓ,디젤,대형,픽업트럭,FR,3265,http://file.carisyou.com/upload/2018/09/19/FILE_201809191107025260.png,181마력,https://www.carisyou.com/car/5981/Spec
 2019 랜드로버 레인지로버 벨라,7.3 ~ 11.0km/ℓ,"가솔린,디젤",중형,SUV,4WD,15270,http://file.carisyou.com/upload/2019/01/03/FILE_201901030113307300.png,240마력,https://www.carisyou.com/car/5980/Spec
 2019 KGM 렉스턴 스포츠 칸,9.7 ~ 10.0km/ℓ,디젤,대형,픽업트럭,FR,3547,http://file.carisyou.com/upload/2019/01/03/FILE_201901031042401360.png,181마력,https://www.carisyou.com/car/5979/Spec
 2019 푸조 308(2세대),13.1 ~ 15.1km/ℓ,디젤,준중형,해치백,FF,3941,http://file.carisyou.com/upload/2018/02/07/FILE_201802071048451330.png,130마력,https://www.carisyou.com/car/5978/Spec
 2019 현대 코나,11.0 ~ 12.3km/ℓ,가솔린,소형,SUV,FF,3122,http://file.carisyou.com/upload/2019/02/07/FILE_201902071019028720.png,177마력,https://www.carisyou.com/car/5977/Spec
 2015 벤츠 SLK클래스(3세대),9.1 ~ 9.6km/ℓ,가솔린,소형,컨버터블,FR,1120,http://file.carisyou.com/upload/2019/07/23/FILE_201907231126242360.png,306마력,https://www.carisyou.com/car/5975/Spec
 2019 푸조 508(2세대),13.3 ~ 14.6km/ℓ,디젤,중형,"세단,왜건외형전체>",FF,5427,http://file.carisyou.com/upload/2019/01/21/FILE_201901210520499880.png,130마력,https://www.carisyou.com/car/5974/Spec
 2019 인피니티 Q30,11.1km/ℓ,가솔린,준중형,해치백,FF,4310,http://file.carisyou.com/upload/2018/10/11/FILE_201810110429435980.png,211마력,https://www.carisyou.com/car/5973/Spec
 2019 맥라렌 720S,8.6km/ℓ,가솔린,중형,컨버터블,MR,38500,http://file.carisyou.com/upload/2018/12/10/FILE_201812101017589640.png,720마력,https://www.carisyou.com/car/5972/Spec
 2019 르노코리아 클리오,17.1km/ℓ,디젤,소형,해치백,FF,2298,http://file.carisyou.com/upload/2018/09/19/FILE_201809191050523430.png,90마력,https://www.carisyou.com/car/5971/Spec
 2019 기아 뉴 K7 하이브리드(YG),16.2km/ℓ,가솔린/하이브리드,준대형,세단,FF,3952,http://file.carisyou.com/upload/2018/12/03/FILE_201812031135103290.png,159마력,https://www.carisyou.com/car/5970/Spec
 2019 기아 뉴 K7(YG),7.1 ~ 14.6km/ℓ,"가솔린,디젤,엘피지",준대형,세단,FF,3969,http://file.carisyou.com/upload/2018/12/03/FILE_201812031135103290.png,235마력,https://www.carisyou.com/car/5969/Spec
 2020 링컨 에비에이터(2세대),8.1 ~ 9.3km/ℓ,"가솔린,가솔린/하이브리드",대형,SUV,4WD,9980,http://file.carisyou.com/upload/2020/09/02/FILE_202009020530031740.png,405마력,https://www.carisyou.com/car/5967/Spec
 2020 지프 글래디에이터,6.5km/ℓ,가솔린,대형,픽업트럭,4WD,6990,http://file.carisyou.com/upload/2018/11/29/FILE_201811290159270000.png,284마력,https://www.carisyou.com/car/5966/Spec
 2019 기아 쏘울 부스터 EV,5.4 ~ 5.6km/kwh,전기,준중형,RV,2WD,4830,http://file.carisyou.com/upload/2019/03/11/FILE_201903111041226400.png,-마력,https://www.carisyou.com/car/5965/Spec
 2019 기아 쏘울 부스터,12.2 ~ 12.4km/ℓ,가솔린,준중형,RV,FF,2288,http://file.carisyou.com/upload/2019/02/11/FILE_201902110201424700.png,204마력,https://www.carisyou.com/car/5964/Spec
 2019 포르쉐 911(8세대),8.2 ~ 212.0km/ℓ,가솔린,준중형,"컨버터블,쿠페외형전체>",RR,18680,http://file.carisyou.com/upload/2018/11/29/FILE_201811290451402310.png,450마력,https://www.carisyou.com/car/5962/Spec
 2018 닛산 알티마(5세대),10.3 ~ 12.5km/ℓ,가솔린,중형,세단,FF,3880,http://file.carisyou.com/upload/2018/11/28/FILE_201811280333043470.png,180마력,https://www.carisyou.com/car/5961/Spec
 2019 현대 팰리세이드,8.9 ~ 12.6km/ℓ,"가솔린,디젤",대형,SUV,FF,4347,http://file.carisyou.com/upload/2018/11/30/FILE_201811301136252880.png,295마력,https://www.carisyou.com/car/5960/Spec
 2019 지프 그랜드 체로키(4세대),7.9 ~ 9.3km/ℓ,"가솔린,디젤",중형,SUV,4WD,8240,http://file.carisyou.com/upload/2018/11/27/FILE_201811270946087070.png,286마력,https://www.carisyou.com/car/5959/Spec
 2018 BMW M3(5세대),9.1 ~ 9.3km/ℓ,가솔린,준중형,세단,FR,14240,http://file.carisyou.com/upload/2018/11/26/FILE_201811260149290100.png,450마력,https://www.carisyou.com/car/5958/Spec
 2020 랜드로버 레인지로버 이보크(2세대),8.9 ~ 12.5km/ℓ,"가솔린,디젤",준중형,SUV,4WD,8220,http://file.carisyou.com/upload/2019/05/08/FILE_201905081018485680.png,200마력,https://www.carisyou.com/car/5957/Spec
 2018 BMW X6(2세대),8.9 ~ 10.0km/ℓ,디젤,중형,SUV,4WD,14320,http://file.carisyou.com/upload/2018/11/21/FILE_201811210130360050.png,258마력,https://www.carisyou.com/car/5955/Spec
 2019 인피니티 QX30,10.4km/ℓ,가솔린,준중형,SUV,4WD,4810,http://file.carisyou.com/upload/2018/11/20/FILE_201811200353129170.png,211마력,https://www.carisyou.com/car/5954/Spec
 2019 캐딜락 CT6,8.7km/ℓ,가솔린,대형,세단,FR,1337,http://file.carisyou.com/upload/2018/11/19/FILE_201811190954526210.png,237마력,https://www.carisyou.com/car/5953/Spec
 2019 혼다 CR-V 터보(5세대),11.4 ~ 12.4km/ℓ,가솔린,준중형,SUV,FF,4540,http://file.carisyou.com/upload/2018/11/16/FILE_201811160307584360.png,193마력,https://www.carisyou.com/car/5952/Spec
 2019 마세라티 르반떼,5.7 ~ 9.5km/ℓ,"가솔린,디젤",대형,SUV,4WD,22700,http://file.carisyou.com/upload/2018/11/14/FILE_201811140149395580.png,275마력,https://www.carisyou.com/car/5950/Spec
 2018 대창모터스 다니고1,5.3km/kwh,전기,경형,해치백,2WD,1490,http://file.carisyou.com/upload/2018/11/12/FILE_201811120514311670.png,-마력,https://www.carisyou.com/car/5949/Spec
 2019 제네시스 G90,7.2 ~ 8.9km/ℓ,가솔린,대형,"리무진,세단외형전체>",FR,15657,http://file.carisyou.com/upload/2018/11/27/FILE_201811271119088540.png,315마력,https://www.carisyou.com/car/5948/Spec
 2019 재규어 XJ(4세대),8.1 ~ 12.3km/ℓ,"가솔린,디젤",대형,세단,FR,16600,http://file.carisyou.com/newcar/color/5181_jaguar_newxj2016_100.png,300마력,https://www.carisyou.com/car/5947/Spec
 2019 푸조 3008(2세대),12.9 ~ 14.0km/ℓ,디젤,준중형,SUV,FF,4990,http://file.carisyou.com/upload/2018/11/05/FILE_201811050250426840.png,130마력,https://www.carisyou.com/car/5945/Spec
